,weeks,watched,rank,broadcast,name,percent
294,2010.04.05 ~ 2010.04.11,가구시청률,15,SBS,순간포착,15.5
295,2010.04.05 ~ 2010.04.11,가구시청률,16,MBC,특별기획드라마(동이),15.3
296,2010.04.05 ~ 2010.04.11,가구시청률,17,KBS2,해피투게더,15.0
297,2010.04.05 ~ 2010.04.11,가구시청률,18,KBS2,스펀지2.0스페셜,14.5
298,2010.04.05 ~ 2010.04.11,가구시청률,19,SBS,아침연속극(당돌한여자),13.9
299,2010.04.05 ~ 2010.04.11,가구시청률,20,SBS,SBS대기획(제중원),13.4
300,2010.04.12 ~ 2010.04.18,가구시청률,1,KBS2,주말연속극(수상한삼형제),36.5
301,2010.04.12 ~ 2010.04.18,가구시청률,2,SBS,주말극장(이웃집웬수),21.3
302,2010.04.12 ~ 2010.04.18,가구시청률,3,KBS1,일일연속극(바람불어좋은날),20.4
303,2010.04.12 ~ 2010.04.18,가구시청률,4,KBS1,KBS9시뉴스,19.7
304,2010.04.12 ~ 2010.04.18,가구시청률,5,MBC,일일연속극(살맛납니다),19.0
305,2010.04.12 ~ 2010.04.18,가구시청률,6,KBS2,수목드라마(신데렐라언니),18.6
306,2010.04.12 ~ 2010.04.18,가구시청률,7,MBC,특별기획드라마(동이),18.3
307,2010.04.12 ~ 2010.04.18,가구시청률,8,MBC,MBC아침드라마(분홍립스틱),17.6
308,2010.04.12 ~ 2010.04.18,가구시청률,9,SBS,특별기획(인생은아름다워),16.9
309,2010.04.12 ~ 2010.04.18,가구시청률,10,SBS,일일드라마(아내가돌아왔다),15.8
310,2010.04.12 ~ 2010.04.18,가구시청률,11,SBS,아침연속극(당돌한여자),15.3
311,2010.04.12 ~ 2010.04.18,가구시청률,12,KBS2,월화미니시리즈(부자의탄생),13.9
312,2010.04.12 ~ 2010.04.18,가구시청률,13,SBS,놀라운대회스타킹,13.7
313,2010.04.12 ~ 2010.04.18,가구시청률,14,KBS1,역사드라마(거상김만덕),13.4
314,2010.04.12 ~ 2010.04.18,가구시청률,15,MBC,특별기획드라마(신이라불리운사나이),13.4
315,2010.04.12 ~ 2010.04.18,가구시청률,16,KBS2,위기탈출넘버원건강한식습관스페셜,13.2
316,2010.04.12 ~ 2010.04.18,가구시청률,17,MBC,섹션TV연예통신,12.9
317,2010.04.12 ~ 2010.04.18,가구시청률,18,SBS,긴급출동!SOS24,12.7
318,2010.04.12 ~ 2010.04.18,가구시청률,19,SBS,동물농장,12.6
319,2010.04.12 ~ 2010.04.18,가구시청률,20,KBS1,산너머남촌에는,12.2
320,2010.04.19 ~ 2010.04.25,가구시청률,1,KBS2,주말연속극(수상한삼형제),35.6
321,2010.04.19 ~ 2010.04.25,가구시청률,2,SBS,주말극장(이웃집웬수),20.6
322,2010.04.19 ~ 2010.04.25,가구시청률,3,KBS1,일일연속극(바람불어좋은날),20.1
323,2010.04.19 ~ 2010.04.25,가구시청률,4,MBC,일일연속극(살맛납니다),19.4
324,2010.04.19 ~ 2010.04.25,가구시청률,5,MBC,MBC아침드라마(분홍립스틱),18.7
325,2010.04.19 ~ 2010.04.25,가구시청률,6,MBC,특별기획드라마(동이),18.7
326,2010.04.19 ~ 2010.04.25,가구시청률,7,KBS1,KBS9시뉴스,18.6
327,2010.04.19 ~ 2010.04.25,가구시청률,8,SBS,특별기획(인생은아름다워),18.4
328,2010.04.19 ~ 2010.04.25,가구시청률,9,MBC,세바퀴,18.1
329,2010.04.19 ~ 2010.04.25,가구시청률,10,KBS2,수목드라마(신데렐라언니),17.9
330,2010.04.19 ~ 2010.04.25,가구시청률,11,SBS,순간포착,16.5
331,2010.04.19 ~ 2010.04.25,가구시청률,12,SBS,아침연속극(당돌한여자),16.3
332,2010.04.19 ~ 2010.04.25,가구시청률,13,KBS2,해피투게더,15.9
333,2010.04.19 ~ 2010.04.25,가구시청률,14,KBS2,월화미니시리즈(부자의탄생),14.5
334,2010.04.19 ~ 2010.04.25,가구시청률,15,MBC,섹션TV연예통신,13.6
335,2010.04.19 ~ 2010.04.25,가구시청률,16,MBC,특별기획드라마(신이라불리운사나이),13.6
336,2010.04.19 ~ 2010.04.25,가구시청률,17,KBS2,VJ특공대,12.7
337,2010.04.19 ~ 2010.04.25,가구시청률,18,KBS1,산너머남촌에는,12.2
338,2010.04.19 ~ 2010.04.25,가구시청률,19,KBS1,역사드라마(거상김만덕),12.2
339,2010.04.19 ~ 2010.04.25,가구시청률,20,MBC,수목미니시리즈(개인의취향),11.7
340,2010.04.26 ~ 2010.05.02,가구시청률,1,KBS2,주말연속극(수상한삼형제),36.2
341,2010.04.26 ~ 2010.05.02,가구시청률,2,MBC,일일연속극(살맛납니다),21.4
342,2010.04.26 ~ 2010.05.02,가구시청률,3,MBC,특별기획드라마(동이),21.3
343,2010.04.26 ~ 2010.05.02,가구시청률,4,KBS2,해피선데이,20.9
344,2010.04.26 ~ 2010.05.02,가구시청률,5,SBS,주말극장(이웃집웬수),20.3
345,2010.04.26 ~ 2010.05.02,가구시청률,6,KBS1,일일연속극(바람불어좋은날),19.9
346,2010.04.26 ~ 2010.05.02,가구시청률,7,MBC,MBC아침드라마(분홍립스틱),19.7
347,2010.04.26 ~ 2010.05.02,가구시청률,8,KBS2,수목드라마(신데렐라언니),18.9
348,2010.04.26 ~ 2010.05.02,가구시청률,9,KBS1,KBS9시뉴스,18.4
349,2010.04.26 ~ 2010.05.02,가구시청률,10,SBS,특별기획(인생은아름다워),17.7
350,2010.04.26 ~ 2010.05.02,가구시청률,11,SBS,아침연속극(당돌한여자),17.0
351,2010.04.26 ~ 2010.05.02,가구시청률,12,KBS2,개그콘서트,14.7
352,2010.04.26 ~ 2010.05.02,가구시청률,13,SBS,순간포착,14.2
353,2010.04.26 ~ 2010.05.02,가구시청률,14,MBC,특별기획드라마(신이라불리운사나이),13.7
354,2010.04.26 ~ 2010.05.02,가구시청률,15,KBS2,월화미니시리즈(부자의탄생),13.6
355,2010.04.26 ~ 2010.05.02,가구시청률,16,MBC,세바퀴스페셜,13.5
356,2010.04.26 ~ 2010.05.02,가구시청률,17,KBS1,산너머남촌에는,13.5
357,2010.04.26 ~ 2010.05.02,가구시청률,18,MBC,섹션TV연예통신,13.0
358,2010.04.26 ~ 2010.05.02,가구시청률,19,SBS,동물농장,12.9
359,2010.04.26 ~ 2010.05.02,가구시청률,20,SBS,놀라운대회스타킹,12.7
360,2010.05.03 ~ 2010.05.09,가구시청률,1,KBS2,주말연속극(수상한삼형제),33.1
361,2010.05.03 ~ 2010.05.09,가구시청률,2,KBS2,해피선데이,23.2
362,2010.05.03 ~ 2010.05.09,가구시청률,3,KBS1,일일연속극(바람불어좋은날),21.7
363,2010.05.03 ~ 2010.05.09,가구시청률,4,MBC,특별기획드라마(동이),19.9
364,2010.05.03 ~ 2010.05.09,가구시청률,5,SBS,주말극장(이웃집웬수),19.1
365,2010.05.03 ~ 2010.05.09,가구시청률,6,KBS2,수목드라마(신데렐라언니),18.8
366,2010.05.03 ~ 2010.05.09,가구시청률,7,KBS1,KBS9시뉴스,18.3
367,2010.05.03 ~ 2010.05.09,가구시청률,8,MBC,MBC아침드라마(분홍립스틱),18.3
368,2010.05.03 ~ 2010.05.09,가구시청률,9,SBS,특별기획(인생은아름다워),16.4
369,2010.05.03 ~ 2010.05.09,가구시청률,10,SBS,강심장,15.7
370,2010.05.03 ~ 2010.05.09,가구시청률,11,SBS,아침연속극(당돌한여자),15.4
371,2010.05.03 ~ 2010.05.09,가구시청률,12,MBC,세바퀴스페셜,15.1
372,2010.05.03 ~ 2010.05.09,가구시청률,13,KBS2,개그콘서트,14.5
373,2010.05.03 ~ 2010.05.09,가구시청률,14,KBS2,월화미니시리즈(부자의탄생),14.4
374,2010.05.03 ~ 2010.05.09,가구시청률,15,KBS2,해피투게더,14.3
375,2010.05.03 ~ 2010.05.09,가구시청률,16,MBC,특별기획드라마(신이라불리운사나이),14.1
376,2010.05.03 ~ 2010.05.09,가구시청률,17,MBC,섹션TV연예통신,13.6
377,2010.05.03 ~ 2010.05.09,가구시청률,18,SBS,순간포착,13.5
378,2010.05.03 ~ 2010.05.09,가구시청률,19,SBS,생활의달인,12.7
379,2010.05.03 ~ 2010.05.09,가구시청률,20,MBC,수목미니시리즈(개인의취향),12.5
380,2010.05.10 ~ 2010.05.16,가구시청률,1,KBS2,주말연속극(수상한삼형제),33.0
381,2010.05.10 ~ 2010.05.16,가구시청률,2,MBC,특별기획드라마(동이),25.6
382,2010.05.10 ~ 2010.05.16,가구시청률,3,KBS2,KBS스포츠축구(월드컵대표팀출정식경기한국:에콰도르),24.8
383,2010.05.10 ~ 2010.05.16,가구시청률,4,KBS1,일일연속극(바람불어좋은날),22.2
384,2010.05.10 ~ 2010.05.16,가구시청률,5,MBC,MBC아침드라마(분홍립스틱),20.0
385,2010.05.10 ~ 2010.05.16,가구시청률,6,SBS,주말극장(이웃집웬수),18.9
386,2010.05.10 ~ 2010.05.16,가구시청률,7,SBS,아침연속극(당돌한여자),17.8
387,2010.05.10 ~ 2010.05.16,가구시청률,8,SBS,특별기획(인생은아름다워),17.4
388,2010.05.10 ~ 2010.05.16,가구시청률,9,KBS2,수목드라마(신데렐라언니),17.0
389,2010.05.10 ~ 2010.05.16,가구시청률,10,KBS1,KBS9시뉴스,16.7
390,2010.05.10 ~ 2010.05.16,가구시청률,11,KBS2,해피투게더,16.5
391,2010.05.10 ~ 2010.05.16,가구시청률,12,KBS2,해피선데이,16.5
392,2010.05.10 ~ 2010.05.16,가구시청률,13,SBS,강심장,16.4
393,2010.05.10 ~ 2010.05.16,가구시청률,14,SBS,순간포착,14.9
394,2010.05.10 ~ 2010.05.16,가구시청률,15,KBS2,개그콘서트,14.7
395,2010.05.10 ~ 2010.05.16,가구시청률,16,MBC,세바퀴스페셜,14.0
396,2010.05.10 ~ 2010.05.16,가구시청률,17,SBS,놀라운대회스타킹,13.3
397,2010.05.10 ~ 2010.05.16,가구시청률,18,KBS1,소비자고발,12.7
398,2010.05.10 ~ 2010.05.16,가구시청률,19,MBC,특별기획드라마(신이라불리운사나이),12.6
399,2010.05.10 ~ 2010.05.16,가구시청률,20,KBS2,VJ특공대,12.3
400,2010.05.17 ~ 2010.05.23,가구시청률,1,KBS2,주말연속극(수상한삼형제),39.6
401,2010.05.17 ~ 2010.05.23,가구시청률,2,KBS2,해피선데이,25.2
402,2010.05.17 ~ 2010.05.23,가구시청률,3,MBC,특별기획드라마(동이),24.1
403,2010.05.17 ~ 2010.05.23,가구시청률,4,SBS,주말극장(이웃집웬수),23.7
404,2010.05.17 ~ 2010.05.23,가구시청률,5,KBS1,일일연속극(바람불어좋은날),22.0
405,2010.05.17 ~ 2010.05.23,가구시청률,6,MBC,MBC아침드라마(분홍립스틱),18.9
406,2010.05.17 ~ 2010.05.23,가구시청률,7,MBC,세바퀴,18.5
407,2010.05.17 ~ 2010.05.23,가구시청률,8,SBS,특별기획(인생은아름다워),18.4
408,2010.05.17 ~ 2010.05.23,가구시청률,9,KBS1,KBS9시뉴스,17.7
409,2010.05.17 ~ 2010.05.23,가구시청률,10,MBC,무한도전,17.2
410,2010.05.17 ~ 2010.05.23,가구시청률,11,SBS,아침연속극(당돌한여자),17.1
411,2010.05.17 ~ 2010.05.23,가구시청률,12,KBS2,해피투게더,16.9
412,2010.05.17 ~ 2010.05.23,가구시청률,13,SBS,강심장,16.9
413,2010.05.17 ~ 2010.05.23,가구시청률,14,MBC,유재석김원희의놀러와,16.3
414,2010.05.17 ~ 2010.05.23,가구시청률,15,KBS2,개그콘서트,16.0
415,2010.05.17 ~ 2010.05.23,가구시청률,16,KBS2,수목드라마(신데렐라언니),16.0
416,2010.05.17 ~ 2010.05.23,가구시청률,17,MBC,특별기획드라마(신이라불리운사나이),14.2
417,2010.05.17 ~ 2010.05.23,가구시청률,18,KBS1,역사드라마(거상김만덕),13.4
418,2010.05.17 ~ 2010.05.23,가구시청률,19,SBS,순간포착,13.1
419,2010.05.17 ~ 2010.05.23,가구시청률,20,KBS1,전국노래자랑,13.1
420,2010.05.24 ~ 2010.05.30,가구시청률,1,KBS2,주말연속극(수상한삼형제),32.7
421,2010.05.24 ~ 2010.05.30,가구시청률,2,KBS2,KBS스포츠축구(국가대표평가전한국:일본),28.2
422,2010.05.24 ~ 2010.05.30,가구시청률,3,KBS2,KBS스포츠축구(월드컵대표팀친선경기한국:벨라루스),24.9
423,2010.05.24 ~ 2010.05.30,가구시청률,4,SBS,주말극장(이웃집웬수),24.5
424,2010.05.24 ~ 2010.05.30,가구시청률,5,MBC,특별기획드라마(동이),23.5
425,2010.05.24 ~ 2010.05.30,가구시청률,6,MBC,황금어장,21.7
426,2010.05.24 ~ 2010.05.30,가구시청률,7,KBS1,일일연속극(바람불어좋은날),21.2
427,2010.05.24 ~ 2010.05.30,가구시청률,8,MBC,MBC아침드라마(분홍립스틱),20.1
428,2010.05.24 ~ 2010.05.30,가구시청률,9,KBS2,수목드라마(신데렐라언니),19.8
429,2010.05.24 ~ 2010.05.30,가구시청률,10,SBS,특별기획(인생은아름다워),19.7
430,2010.05.24 ~ 2010.05.30,가구시청률,11,SBS,아침연속극(당돌한여자),19.7
431,2010.05.24 ~ 2010.05.30,가구시청률,12,KBS2,해피선데이,19.6
432,2010.05.24 ~ 2010.05.30,가구시청률,13,KBS2,개그콘서트,19.4
433,2010.05.24 ~ 2010.05.30,가구시청률,14,KBS1,KBS9시뉴스,18.7
434,2010.05.24 ~ 2010.05.30,가구시청률,15,MBC,유재석김원희의놀러와,16.0
435,2010.05.24 ~ 2010.05.30,가구시청률,16,KBS2,해피투게더,15.4
436,2010.05.24 ~ 2010.05.30,가구시청률,17,MBC,세바퀴,15.2
437,2010.05.24 ~ 2010.05.30,가구시청률,18,SBS,강심장,15.1
438,2010.05.24 ~ 2010.05.30,가구시청률,19,SBS,SBS대하드라마(자이언트),14.3
439,2010.05.24 ~ 2010.05.30,가구시청률,20,KBS2,위기탈출넘버원,14.0
440,2010.05.31 ~ 2010.06.06,가구시청률,1,KBS2,주말연속극(수상한삼형제),35.5
441,2010.05.31 ~ 2010.06.06,가구시청률,2,MBC,특별기획드라마(동이),23.6
442,2010.05.31 ~ 2010.06.06,가구시청률,3,KBS2,해피선데이,23.3
443,2010.05.31 ~ 2010.06.06,가구시청률,4,KBS1,일일연속극(바람불어좋은날),21.5
444,2010.05.31 ~ 2010.06.06,가구시청률,5,SBS,주말극장(이웃집웬수),21.2
445,2010.05.31 ~ 2010.06.06,가구시청률,6,KBS2,수목드라마(신데렐라언니),19.7
446,2010.05.31 ~ 2010.06.06,가구시청률,7,MBC,MBC아침드라마(분홍립스틱),19.7
447,2010.05.31 ~ 2010.06.06,가구시청률,8,SBS,특별기획(인생은아름다워),19.1
448,2010.05.31 ~ 2010.06.06,가구시청률,9,SBS,아침연속극(당돌한여자),19.0
449,2010.05.31 ~ 2010.06.06,가구시청률,10,MBC,세바퀴,18.2
450,2010.05.31 ~ 2010.06.06,가구시청률,11,KBS1,KBS9시뉴스,17.4
451,2010.05.31 ~ 2010.06.06,가구시청률,12,SBS,강심장,16.5
452,2010.05.31 ~ 2010.06.06,가구시청률,13,KBS2,해피투게더,16.3
453,2010.05.31 ~ 2010.06.06,가구시청률,14,SBS,순간포착,15.8
454,2010.05.31 ~ 2010.06.06,가구시청률,15,KBS2,개그콘서트,15.8
455,2010.05.31 ~ 2010.06.06,가구시청률,16,MBC,무한도전,15.6
456,2010.05.31 ~ 2010.06.06,가구시청률,17,SBS,SBS대하드라마(자이언트),15.1
457,2010.05.31 ~ 2010.06.06,가구시청률,18,MBC,유재석김원희의놀러와,15.0
458,2010.05.31 ~ 2010.06.06,가구시청률,19,KBS2,VJ특공대,13.9
459,2010.05.31 ~ 2010.06.06,가구시청률,20,KBS1,역사드라마(거상김만덕),13.1
460,2010.06.07 ~ 2010.06.13,가구시청률,1,SBS,2010남아공월드컵(32강그리스:한국),45.9
461,2010.06.07 ~ 2010.06.13,가구시청률,2,KBS2,주말연속극(수상한삼형제),29.6
462,2010.06.07 ~ 2010.06.13,가구시청률,3,SBS,로또복권추첨,27.2
463,2010.06.07 ~ 2010.06.13,가구시청률,4,MBC,특별기획드라마(동이),24.9
464,2010.06.07 ~ 2010.06.13,가구시청률,5,SBS,2010남아공월드컵(32강나이지리아:아르헨티나),24.1
465,2010.06.07 ~ 2010.06.13,가구시청률,6,KBS2,해피선데이,21.4
466,2010.06.07 ~ 2010.06.13,가구시청률,7,MBC,MBC아침드라마(분홍립스틱),20.7
467,2010.06.07 ~ 2010.06.13,가구시청률,8,SBS,아침연속극(당돌한여자),20.7
468,2010.06.07 ~ 2010.06.13,가구시청률,9,KBS1,일일연속극(바람불어좋은날),20.2
469,2010.06.07 ~ 2010.06.13,가구시청률,10,SBS,2010남아공월드컵(32강남아공:멕시코),19.1
470,2010.06.07 ~ 2010.06.13,가구시청률,11,KBS1,KBS9시뉴스,17.4
471,2010.06.07 ~ 2010.06.13,가구시청률,12,MBC,세바퀴,17.1
472,2010.06.07 ~ 2010.06.13,가구시청률,13,KBS2,개그콘서트,16.9
473,2010.06.07 ~ 2010.06.13,가구시청률,14,MBC,황금어장,16.7
474,2010.06.07 ~ 2010.06.13,가구시청률,15,SBS,강심장,16.5
475,2010.06.07 ~ 2010.06.13,가구시청률,16,MBC,무한도전,16.1
476,2010.06.07 ~ 2010.06.13,가구시청률,17,MBC,유재석김원희의놀러와,15.0
477,2010.06.07 ~ 2010.06.13,가구시청률,18,SBS,순간포착,14.6
478,2010.06.07 ~ 2010.06.13,가구시청률,19,SBS,SBS대하드라마(자이언트),14.3
479,2010.06.07 ~ 2010.06.13,가구시청률,20,KBS2,수목드라마(제빵왕김탁구),14.3
480,2010.06.14 ~ 2010.06.20,가구시청률,1,SBS,2010남아공월드컵(32강아르헨티나:한국),47.8
481,2010.06.14 ~ 2010.06.20,가구시청률,2,MBC,특별기획드라마(동이),28.2
482,2010.06.14 ~ 2010.06.20,가구시청률,3,KBS2,수목드라마(제빵왕김탁구),25.3
483,2010.06.14 ~ 2010.06.20,가구시청률,4,SBS,2010남아공월드컵(32강일본:카메룬),21.1
484,2010.06.14 ~ 2010.06.20,가구시청률,5,SBS,아침연속극(당돌한여자),20.8
485,2010.06.14 ~ 2010.06.20,가구시청률,6,SBS,2010남아공월드컵(32강네덜란드:일본),20.7
486,2010.06.14 ~ 2010.06.20,가구시청률,7,MBC,MBC아침드라마(분홍립스틱),19.3
487,2010.06.14 ~ 2010.06.20,가구시청률,8,SBS,2010남아공월드컵(32강그리스:나이지리아),18.2
488,2010.06.14 ~ 2010.06.20,가구시청률,9,KBS2,해피선데이,17.5
489,2010.06.14 ~ 2010.06.20,가구시청률,10,KBS1,일일연속극(바람불어좋은날),17.4
490,2010.06.14 ~ 2010.06.20,가구시청률,11,KBS2,주말연속극(결혼해주세요),17.3
491,2010.06.14 ~ 2010.06.20,가구시청률,12,KBS2,개그콘서트,17.0
492,2010.06.14 ~ 2010.06.20,가구시청률,13,MBC,세바퀴,16.7
493,2010.06.14 ~ 2010.06.20,가구시청률,14,MBC,무한도전,16.0
494,2010.06.14 ~ 2010.06.20,가구시청률,15,KBS1,특별기획드라마(전우),15.9
495,2010.06.14 ~ 2010.06.20,가구시청률,16,KBS1,KBS9시뉴스,15.3
496,2010.06.14 ~ 2010.06.20,가구시청률,17,SBS,2010남아공월드컵(32강코트디부아르:포르투갈),14.8
497,2010.06.14 ~ 2010.06.20,가구시청률,18,SBS,2010남아공월드컵(32강스위스:스페인),14.5
498,2010.06.14 ~ 2010.06.20,가구시청률,19,KBS2,다큐3일,14.3
499,2010.06.14 ~ 2010.06.20,가구시청률,20,MBC,대통령연설,14.2
500,2010.06.21 ~ 2010.06.27,가구시청률,1,SBS,2010남아공월드컵(16강우루과이:한국),44.3
501,2010.06.21 ~ 2010.06.27,가구시청률,2,SBS,2010남아공월드컵(32강나이지리아:한국),39.5
502,2010.06.21 ~ 2010.06.27,가구시청률,3,KBS2,수목드라마(제빵왕김탁구),29.1
503,2010.06.21 ~ 2010.06.27,가구시청률,4,MBC,특별기획드라마(동이),27.5
504,2010.06.21 ~ 2010.06.27,가구시청률,5,SBS,2010남아공월드컵(32강북한:포르투갈),23.3
505,2010.06.21 ~ 2010.06.27,가구시청률,6,SBS,아침연속극(당돌한여자),22.0
506,2010.06.21 ~ 2010.06.27,가구시청률,7,MBC,MBC아침드라마(분홍립스틱),20.4
507,2010.06.21 ~ 2010.06.27,가구시청률,8,KBS1,일일연속극(바람불어좋은날),18.9
508,2010.06.21 ~ 2010.06.27,가구시청률,9,KBS2,주말연속극(결혼해주세요),18.6
509,2010.06.21 ~ 2010.06.27,가구시청률,10,KBS2,해피선데이,18.3
510,2010.06.21 ~ 2010.06.27,가구시청률,11,KBS2,VJ특공대,17.9
511,2010.06.21 ~ 2010.06.27,가구시청률,12,KBS2,해피투게더,17.4
512,2010.06.21 ~ 2010.06.27,가구시청률,13,KBS1,KBS9시뉴스,17.0
513,2010.06.21 ~ 2010.06.27,가구시청률,14,MBC,무한도전,16.5
514,2010.06.21 ~ 2010.06.27,가구시청률,15,SBS,특별기획(인생은아름다워),16.3
515,2010.06.21 ~ 2010.06.27,가구시청률,16,KBS1,특별기획드라마(전우),16.1
516,2010.06.21 ~ 2010.06.27,가구시청률,17,KBS2,개그콘서트,15.4
517,2010.06.21 ~ 2010.06.27,가구시청률,18,SBS,주말극장(이웃집웬수),15.3
518,2010.06.21 ~ 2010.06.27,가구시청률,19,SBS,순간포착,14.6
519,2010.06.21 ~ 2010.06.27,가구시청률,20,KBS1,전국노래자랑,14.0
520,2010.06.28 ~ 2010.07.04,가구시청률,1,KBS2,수목드라마(제빵왕김탁구),31.3
521,2010.06.28 ~ 2010.07.04,가구시청률,2,MBC,특별기획드라마(동이),28.4
522,2010.06.28 ~ 2010.07.04,가구시청률,3,SBS,2010남아공월드컵(8강독일:아르헨티나),26.5
523,2010.06.28 ~ 2010.07.04,가구시청률,4,SBS,아침연속극(당돌한여자),21.9
524,2010.06.28 ~ 2010.07.04,가구시청률,5,KBS1,일일연속극(바람불어좋은날),21.1
525,2010.06.28 ~ 2010.07.04,가구시청률,6,SBS,2010남아공월드컵(8강네덜란드:브라질),21.0
526,2010.06.28 ~ 2010.07.04,가구시청률,7,MBC,MBC아침드라마(분홍립스틱),20.6
527,2010.06.28 ~ 2010.07.04,가구시청률,8,SBS,2010남아공월드컵(16강일본:파라과이),20.3
528,2010.06.28 ~ 2010.07.04,가구시청률,9,SBS,주말극장(이웃집웬수),19.1
529,2010.06.28 ~ 2010.07.04,가구시청률,10,KBS2,주말연속극(결혼해주세요),18.5
530,2010.06.28 ~ 2010.07.04,가구시청률,11,MBC,황금어장,17.8
531,2010.06.28 ~ 2010.07.04,가구시청률,12,SBS,특별기획(인생은아름다워),17.8
532,2010.06.28 ~ 2010.07.04,가구시청률,13,KBS2,해피투게더,17.2
533,2010.06.28 ~ 2010.07.04,가구시청률,14,KBS1,KBS9시뉴스,16.7
534,2010.06.28 ~ 2010.07.04,가구시청률,15,SBS,순간포착,15.8
535,2010.06.28 ~ 2010.07.04,가구시청률,16,KBS2,개그콘서트,15.3
536,2010.06.28 ~ 2010.07.04,가구시청률,17,MBC,무한도전,14.4
537,2010.06.28 ~ 2010.07.04,가구시청률,18,KBS2,VJ특공대,13.9
538,2010.06.28 ~ 2010.07.04,가구시청률,19,MBC,섹션TV연예통신,13.6
539,2010.06.28 ~ 2010.07.04,가구시청률,20,SBS,SBS대하드라마(자이언트),13.6
540,2010.07.05 ~ 2010.07.11,가구시청률,1,KBS2,수목드라마(제빵왕김탁구),33.2
